1-4	0.10323871357390911	1-4	3539	9948
1-5	0.18873622225577533	1-5	6406	23372
1-6	0.19375660576777895	1-6	8567	33643
1-7	0.18911369470028688	1-7	11161	47958
1-8	0.18835874981126377	1-8	19443	102790
1-9	0.19092556243394232	1-9	29858	181183
1-10	0.19024611203382152	1-10	37882	242668
1-11	0.19160501283406312	1-11	39840	254731
1-12	0.18798127736675221	1-12	41788	266796
1-13	0.18790578287784993	1-13	43717	278711
1-14	0.18730182696663145	1-14	45646	290649
1-15	0.18813226634455685	1-15	47575	302759
1-16	0.1896044088781519	1-16	49504	314699
1-17	0.19005737581156576	1-17	51433	326498
1-18	0.19066133172278424	1-18	53362	338434
1-19	0.18794353012230108	1-19	55291	350288
1-20	0.18533897025517138	1-20	57220	362072
1-21	0.1922089687452816	1-21	59149	373969
1-22	0.18937792541144496	1-22	61180	386366
1-23	0.19307715536765815	1-23	63211	398878
1-24	0.18515023403291558	1-24	65343	412190
1-25	0.19175600181186772	1-25	67475	425460
1-26	0.18949116714479844	1-26	69607	438619
1-27	0.18956666163370073	1-27	71739	451933
1-28	0.19032160652272384	1-28	73871	465317
1-29	0.18801902461120337	1-29	76003	478651
1-30	0.19141627661180735	1-30	78135	491823
1-31	0.18839649705571493	1-31	80267	505198
1-32	0.18949116714479844	1-32	82399	518263
1-33	0.19062358447833308	1-33	84531	531555
1-34	0.1926241884342443	1-34	86663	544723
1-35	0.19232221047863507	1-35	88795	558090
1-36	0.19107655141174695	1-36	90927	571471
1-37	0.18979314510040768	1-37	93059	584650
1-38	0.19258644118979315	1-38	95191	597798
1-39	0.1855654537218783	1-39	97323	611194
2-2	0.13007700437868036	2-2	1504	2933
2-3	0.1869243545221199	2-3	3314	9982
2-4	0.1891891891891892	2-4	6131	23465
2-5	0.19258644118979315	2-5	8255	35107
2-6	0.18854748603351956	2-6	17657	98476
2-7	0.188170013589008	2-7	43246	295530
2-8	0.19085006794504	2-8	67548	501660
2-9	0.19130303487845388	2-9	70771	525611
2-10	0.18877396950022649	2-10	73566	545218
2-11	0.19560622074588555	2-11	76497	565772
2-12	0.19179374905631888	2-12	79428	586468
2-13	0.19175600181186772	2-13	82359	607200
2-14	0.18930243092254265	2-14	85290	627893
2-15	0.18756605767778953	2-15	88221	648535
2-16	0.18730182696663145	2-16	91152	669332
2-17	0.18877396950022649	2-17	94083	690036
2-18	0.18998188132266344	2-18	97014	710635
2-19	0.1911897931451004	2-19	99945	731299
2-20	0.19126528763400272	2-20	102876	752114
2-21	0.18990638683376113	2-21	105807	772864
2-22	0.18813226634455685	2-22	108738	793583
2-23	0.19353012230107203	2-23	111669	814299
2-24	0.1922844632341839	2-24	114600	834950
2-25	0.18903820021138457	2-25	117531	855724
2-26	0.19247319945643968	2-26	120462	876465
2-27	0.19183149630077004	2-27	123393	897282
2-28	0.1922089687452816	2-28	126470	919148
2-29	0.19432281443454627	2-29	129547	941002
2-30	0.18881171674467764	2-30	132624	963057
2-31	0.19066133172278424	2-31	135701	985062
2-32	0.19386984750113243	2-32	138778	1006898
2-33	0.19005737581156576	2-33	141855	1028782
2-34	0.18752831043333837	2-34	144932	1050646
2-35	0.1862449041219991	2-35	148009	1072512
2-36	0.18752831043333837	2-36	151086	1094347
2-37	0.1888494639891288	2-37	154163	1116498
2-38	0.1878302883889476	2-38	157240	1138346
3-4	0.1973425939906387	3-4	19089	105363
3-5	0.19168050732296543	3-5	35730	228645
3-6	0.1915295183451608	3-6	52670	369854
3-7	0.18949116714479844	3-7	64112	473789
3-8	0.19054808998943076	3-8	66769	492888
3-9	0.18990638683376113	3-9	69553	513054
3-10	0.18922693643364036	3-10	72337	532795
3-11	0.1880945191001057	3-11	75268	553646
3-12	0.19273743016759776	3-12	78199	574500
3-13	0.1922089687452816	3-13	81130	595344
3-14	0.19424731994564398	3-14	84207	617288
3-15	0.18756605767778953	3-15	87431	640160
3-16	0.19081232070058884	3-16	90801	664324
3-17	0.19081232070058884	3-17	94171	688788
3-18	0.18767929941114297	3-18	97541	713223
3-19	0.1884342443001661	3-19	100911	737534
3-20	0.18779254114449645	3-20	104281	761774
3-21	0.19285067190095123	3-21	107651	785812
3-22	0.18937792541144496	3-22	111021	810174
3-23	0.18854748603351956	3-23	114391	834304
3-24	0.18545221198852485	3-24	117761	858553
3-25	0.19024611203382152	3-25	121131	882853
3-26	0.1917182545674166	3-26	124501	907171
3-27	0.19160501283406312	3-27	127871	931598
3-28	0.18805677185565453	3-28	131241	956089
3-29	0.18998188132266344	3-29	134611	980125
3-30	0.1919447380341235	3-30	137981	1004568
3-31	0.190359353767175	3-31	141351	1028786
3-32	0.18854748603351956	3-32	144721	1053053
3-33	0.19092556243394232	3-33	148091	1077357
3-34	0.18986863958930997	3-34	151461	1101749
4-4	0.19473803412350899	4-4	33482	210064
4-5	0.19281292465650007	4-5	35371	221106
4-6	0.1896799033670542	4-6	37114	231748
4-7	0.19054808998943076	4-7	38960	243269
4-8	0.18983089234485884	4-8	40889	255132
4-9	0.19024611203382152	4-9	42818	267170
4-10	0.19115204590064924	4-10	44747	279159
4-11	0.19020836478937037	4-11	46676	291264
4-12	0.1896799033670542	4-12	48605	303335
4-13	0.19224671598973275	4-13	50534	315399
4-14	0.19285067190095123	4-14	52463	327639
4-15	0.19613468216820173	4-15	54392	339740
4-16	0.18986863958930997	4-16	56321	351678
4-17	0.19205797976747696	4-17	58250	363677
4-18	0.19024611203382152	4-18	60179	375726
4-19	0.19032160652272384	4-19	62108	387797
4-20	0.19383210025668127	4-20	64037	399920
