1-5	2823	7288
1-6	3953	11686
1-7	33889	216870
1-8	36123	230731
1-9	38174	243480
1-10	40327	256929
1-11	42583	271012
1-12	44941	285912
1-13	47402	301635
1-14	49965	318018
1-15	52631	335096
1-16	55399	353568
1-17	58270	372608
1-18	61141	391422
1-19	63998	410170
1-20	66942	429639
1-21	69886	449161
1-22	72932	469096
1-23	90682	580366
1-24	93960	601741
1-25	97339	623824
1-26	100718	645982
1-27	104097	668210
1-28	107476	690836
1-29	110855	713140
1-30	114234	735646
1-31	117613	757762
1-32	120992	779779
1-33	124473	803121
1-34	127954	825978
1-35	131435	848894
2-3	7540	31278
2-4	9978	44197
2-5	17312	92941
2-6	30065	190636
2-7	31785	201109
2-8	33600	212199
2-9	35511	223799
2-10	37517	236343
2-11	39619	249826
2-12	41721	263365
2-13	43918	277428
2-14	46115	291657
2-15	48312	305741
2-16	50509	320164
2-17	52802	335051
2-18	55095	349902
2-19	57388	364790
2-20	59681	379689
2-21	62069	395304
2-22	64457	411044
2-23	66845	426407
2-24	69329	442746
2-25	71813	459191
2-26	74297	475641
2-27	76781	491918
2-28	79360	509130
2-29	81939	526413
2-30	84614	544264
2-31	87289	562522
2-32	90059	581262
2-33	92829	599783
2-34	95599	618188
2-35	98369	636795
2-36	101139	655447
3-3	2893	7987
3-4	10185	42760
3-5	17219	88494
3-6	41775	277560
3-7	69398	510956
3-8	72433	532214
3-9	75545	553894
3-10	78780	576221
3-11	82169	599979
3-12	85689	625134
3-13	89362	651431
3-14	93188	678744
3-15	97001	706080
3-16	100814	733545
3-17	104780	762034
3-18	108746	790430
3-19	112712	818938
3-20	116830	848607
3-21	121101	879452
3-22	125372	910187
3-23	129643	941046
3-24	133914	971950
3-25	138185	1002677
3-26	142608	1034619
3-27	147031	1066802
3-28	151607	1100222
3-29	156183	1133574
3-30	160759	1167137
3-31	165335	1200377
3-32	169911	1233697
3-33	174639	1268038
3-34	179367	1302393
3-35	184095	1336836
3-36	188976	1372515
4-6	29923	184219
4-7	38133	250377
4-8	40214	263480
4-9	42395	277258
4-10	44674	291920
4-11	47062	307362
4-12	49558	323852
4-13	52163	341203
4-14	54876	359239
4-15	57698	378426
4-16	60615	398483
4-17	63532	418674
4-18	66449	438953
4-19	69366	459119
4-20	72283	479254
4-21	75200	499309
4-22	78117	519624
4-23	81034	539656
4-24	83951	559879
4-25	86868	580202
4-26	89893	601206
4-27	92918	622219
4-28	95943	642988
4-29	99076	664739
4-30	102209	686392
4-31	105342	708458
4-32	108475	730296
4-33	111608	751604
4-34	114741	773432
4-35	117874	795108
4-36	121007	816855
5-5	6397	23464
5-6	10368	45388
5-7	20710	116587
5-8	46964	322783
5-9	71923	536282
5-10	75191	559488
5-11	78580	583851
5-12	88575	664147
5-13	92303	691033
5-14	96184	719052
5-15	100240	748690
5-16	104448	779536
5-17	108831	811577
5-18	113367	844662
5-19	118055	879041
5-20	122743	913601
5-21	127606	949795
5-22	132622	987035
5-23	137813	1025417
5-24	143156	1065924
5-25	155370	1175916
5-26	160938	1218327
5-27	166506	1260806
5-28	172074	1302677
5-29	177642	1344885
5-30	183363	1388462
5-31	189084	1431541
5-32	194805	1474833
5-33	200526	1518455
5-34	206247	1561754
5-35	211968	1605308
5-36	217689	1648532
5-37	223410	1692117
5-38	229131	1735437
6-3	2195	5048
6-4	3456	9651
6-5	6164	22457
6-6	19764	110553
6-7	45112	308234
6-8	68656	506678
6-9	71747	527993
6-10	74971	550477
6-11	78349	574322
6-12	81869	599795
6-13	85389	625015
6-14	88897	650026
6-15	92558	676486
6-16	96219	702792
6-17	99880	729102
6-18	103541	755477
6-19	107202	781775
6-20	110863	808171
6-21	114524	834600
6-22	118185	860988
6-23	121846	887243
6-24	125507	913380
6-25	129168	939830
6-26	132981	967344
6-27	136794	995050
6-28	140760	1023952
6-29	144726	1052701
6-30	148692	1081503
6-31	152810	1111169
6-32	157081	1141707
6-33	161504	1173664
6-34	166080	1206448
6-35	170656	1239390
6-36	175384	1273471
6-37	180265	1308807
6-38	185298	1345180
7-2	6946	26351
7-3	9163	38120
7-4	16073	82900
7-5	27755	169246
7-6	32516	203270
7-7	34398	214720
7-8	36365	227213
7-9	38426	240043
7-10	40558	253455
7-11	42792	267403
7-12	45127	282102
7-13	47564	297467
7-14	50102	313501
7-15	52742	330434
7-16	55483	347944
7-17	58326	365924
7-18	61270	385251
7-19	64214	404437
7-20	67158	423670
7-21	70204	443768
7-22	73250	464026
7-23	76296	484089
7-24	79342	504233
7-25	82388	524296
7-26	85434	544560
7-27	88480	564461
7-28	91526	584838
7-29	94673	605927
7-30	97820	627089
7-31	100967	648028
7-32	104114	669309
7-33	107261	690217
7-34	110408	711224
7-35	113555	732185
7-36	116702	753162
8-3	35602	219788
8-4	37238	229577
8-5	38767	238881
8-6	40391	248716
8-7	42111	259360
8-8	43926	270633
8-9	45837	282382
8-10	47843	294708
8-11	49945	307904
8-12	52142	321851
8-13	54435	336912
8-14	56823	352821
8-15	59211	368622
8-16	61599	384322
8-17	63987	400110
8-18	66471	416587
8-19	68955	433177
8-20	71439	449517
8-21	73923	465956
8-22	76407	482517
8-23	78986	499570
8-24	81661	517624
8-25	84336	535408
8-26	87011	553346
9-5	3929	12384
9-6	8685	38138
9-7	15451	82301
9-8	28387	180860
9-9	33059	214931
9-10	35077	227554
9-11	37179	240897
9-12	39376	254894
9-13	41669	270148
9-14	44057	286017
9-15	49884	329438
9-16	52340	345778
9-17	54905	362724
9-18	57470	379630
9-19	60130	397189
9-20	62886	415636
9-21	65642	434043
9-22	68398	452461
9-23	71249	471564
9-24	74100	490660
9-25	76951	509627
9-26	79898	529494
9-27	82845	549472
9-28	85792	569520
9-29	88739	589452
9-30	91686	609209
9-31	94633	629103
9-32	97580	648873
9-33	100527	668882
9-34	103474	688831
9-35	106516	709573
9-36	109558	730315
9-37	112600	751258
9-38	115642	772221
9-39	118793	793697
10-4	16757	93478
10-5	40406	280069
10-6	62550	474642
10-7	65216	493915
10-8	68010	514152
10-9	70951	535700
10-10	74039	558416
10-11	77263	582727
10-12	80487	606703
10-13	83711	630935
10-14	86935	655124
10-15	90159	679615
