1-6	0.12177261059942625	1-6	126155	964124
1-7	0.12426392873320248	1-7	152463	1189331
1-8	0.12177261059942625	1-8	175355	1388231
1-9	0.07485278574664049	1-9	194355	1562123
1-10	0.12335799486637475	1-10	214468	1740323
1-11	0.124150686999849	1-11	223922	1822891
1-12	0.1293598067341084	1-12	238268	1949371
1-13	0.12403744526649554	1-13	260936	2150980
1-14	0.12430167597765363	1-14	276056	2285440
1-15	0.12162162162162163	1-15	287170	2385373
1-16	0.12358447833308168	1-16	346590	2934702
1-17	0.1248301373999698	1-17	370546	3189412
1-18	0.1267552468669787	1-18	375116	3234977
1-19	0.1240751925109467	1-19	383687	3347604
1-20	0.12392420353314208	1-20	392257	3459343
1-21	0.12222557753284011	1-21	406752	3626564
1-22	0.12490563188887212	1-22	414519	3694564
1-23	0.12554733504454174	1-23	425583	3828061
1-24	0.12192359957723087	1-24	436647	3962253
1-25	0.12158387437717047	1-25	447701	4097735
1-26	0.12822738940057377	1-26	461954	4262134
1-27	0.12535859882228598	1-27	482727	4488178
1-28	0.12796315868941568	1-28	497243	4655408
1-29	0.12445266495545824	1-29	508554	4791181
1-30	0.1248301373999698	1-30	526359	4988499
1-31	0.1247546429110675	1-31	544222	5188157
1-32	0.12566057677789522	1-32	559121	5359965
1-33	0.12079118224369621	1-33	570583	5498447
1-34	0.12215008304393779	1-34	582007	5636519
1-35	0.12713271931149026	1-35	593354	5773531
1-36	0.12275403895515627	1-36	604700	5909523
1-37	0.12618903820021138	1-37	616028	6046406
1-38	0.12433942322210478	1-38	633948	6245710
1-39	0.12498112637777442	1-39	650210	6428593
1-40	0.12354673108863053	1-40	662853	6577056
1-41	0.12747244451155065	1-41	674201	6714187
1-42	0.12392420353314208	1-42	685549	6850621
1-43	0.12467914842216518	1-43	696870	6987282
1-44	0.121470632643817	1-44	708191	7123345
1-45	0.12622678544466254	1-45	719512	7260501
1-46	0.12769892797825758	1-46	730833	7397867
1-47	0.12241431375509587	1-47	742154	7535671
1-48	0.1244904121999094	1-48	753475	7672979
1-49	0.12113090744375661	1-49	764786	7808703
1-50	0.12045145704363582	1-50	776098	7945367
1-51	0.12396195077759324	1-51	787410	8081124
1-52	0.1275101917560018	1-52	798722	8217720
1-53	0.1229805224218632	1-53	810034	8353676
1-54	0.1229805224218632	1-54	821345	8489496
1-55	0.12498112637777442	1-55	832656	8625218
1-56	0.12539634606673714	1-56	843968	8761214
1-57	0.1229805224218632	1-57	855280	8897631
1-58	0.12584931300015098	1-58	866592	9034188
1-59	0.12309376415521667	1-59	877903	9170002
1-60	0.12600030197795561	1-60	889215	9305703
1-61	0.12347123659972822	1-61	900527	9442672
1-62	0.12381096179978862	1-62	911839	9578702
1-63	0.12173486335497509	1-63	923151	9716379
1-64	0.12494337913332326	1-64	934463	9851968
1-65	0.12369772006643515	1-65	945775	9988625
1-66	0.12309376415521667	1-66	957086	10123668
1-67	0.1255850822889929	1-67	968398	10260689
1-68	0.12607579646685793	1-68	979710	10397119
1-69	0.12905782877849917	1-69	991022	10533753
1-70	0.12671749962252757	1-70	1002333	10669708
1-71	0.1254340933111883	1-71	1013645	10806332
1-72	0.12547184055563942	1-72	1024957	10942915
1-73	0.12324475313302129	1-73	1036269	11080522
1-74	0.12566057677789522	1-74	1047581	11217296
1-75	0.12177261059942625	1-75	1058893	11354427
1-76	0.12445266495545824	1-76	1070204	11489500
1-77	0.11965876491016156	1-77	1081515	11624761
1-78	0.12566057677789522	1-78	1092827	11761607
1-79	0.1203759625547335	1-79	1104139	11898805
