1-8	0.31277366752227087	1-8	7399	35754
1-9	0.6119583270421259	1-9	44401	273149
1-10	0.60882530575268	1-10	45381	279425
1-11	0.6113921183753586	1-11	46260	285169
1-12	0.6095802506417032	1-12	47137	290824
1-13	0.6087120640193265	1-13	50131	310801
1-14	0.6083345915748151	1-14	51246	318330
1-15	0.6112411293975539	1-15	52424	326279
1-16	0.608561075041522	1-16	53657	334600
1-17	0.6109014041974936	1-17	54958	343355
1-18	0.6084100860637174	1-18	56321	352431
1-19	0.6085233277970709	1-19	57738	361931
1-20	0.6089008002415823	1-20	59218	371843
1-21	0.6061452513966481	1-21	60774	382430
1-22	0.611731843575419	1-22	63661	402605
1-23	0.6101842065529216	1-23	65609	415848
1-24	0.6203004680658312	1-24	68128	433139
1-25	0.6153555790427299	1-25	75168	586757
1-26	0.612486788464442	1-26	82157	740896
1-27	0.6198852483768685	1-27	89146	896667
1-28	0.6147893703759626	1-28	96135	1052615
1-29	0.6171674467763854	1-29	103123	1206319
1-30	0.6171296995319342	1-30	110111	1358999
1-31	0.6184131058432735	1-31	117099	1510916
1-32	0.620489204288087	1-32	124088	1665142
1-33	0.617091952287483	1-33	131077	1819693
1-34	0.6265665106447229	1-34	138066	1975486
1-35	0.6181111278876642	1-35	145054	2126110
1-36	0.6141476672202929	1-36	152028	2279504
1-37	0.6196965121546127	1-37	159003	2433966
1-38	0.6240751925109467	1-38	165978	2588240
1-39	0.6181866223765665	1-39	172953	2742185
1-40	0.6127510191756002	1-40	179928	2897892
1-41	0.6155443152649857	1-41	186903	3051771
1-42	0.615393326287181	1-42	193878	3205708
1-43	0.613656953042428	1-43	200853	3361055
1-44	0.6205646987769893	1-44	207828	3515168
1-45	0.6119583270421259	1-45	214803	3670313
1-46	0.6215461271327193	1-46	221778	3824803
1-47	0.6230937641552167	1-47	228753	3978253
1-48	0.6243016759776536	1-48	235727	4130615
1-49	0.6129775026423071	1-49	242702	4286198
1-50	0.6186395893099804	1-50	249677	4439537
1-51	0.6189415672655896	1-51	256652	4592474
1-52	0.6128265136645025	1-52	263627	4745137
1-53	0.6198852483768685	1-53	270602	4898458
1-54	0.6203759625547335	1-54	277577	5051368
1-55	0.6223388192661936	1-55	284552	5206837
1-56	0.6236222255775329	1-56	291527	5361408
1-57	0.6224143137550959	1-57	298502	5515941
1-58	0.618073380643213	1-58	305477	5670882
1-59	0.6147138758870603	1-59	312452	5825130
